,Raw TP9,Raw AF7,Raw AF8,Raw TP10,Eyebrows TP9,Eyebrows AF7,Eyebrows AF8,Eyebrows TP10,Left TP9,Left AF7,Left AF8,Left TP10,Right TP9,Right AF7,Right AF8,Right TP10,Both TP9,Both AF7,Both AF8,Both TP10,Teeth TP9,Teeth AF7,Teeth AF8,Teeth TP10,Predict Eyebrows,Predict Left,Predict Right,Predict Both,Predict Teeth
0,-69.82421875,-28.80859375,-13.18359375,-53.22265625,0.584888743772493,0.4297356705924815,0.4382088458478733,0.7731941900026872,0.584888743772493,0.4297356705924815,0.4382088458478733,0.7731941900026872,0.584888743772493,0.4297356705924815,0.4382088458478733,0.7731941900026872,0.962742255182507,0.9675728473509478,0.9545057057516921,0.963082745936268,0.5147079954948018,0.4947034226623119,0.505375197919054,0.6770347043304626,2.1519851998164086e-06,1.2221953511470929e-05,0.020204029977321625,6.328942981781438e-05,0.11516472697257996
1,-116.69921875,-44.43359375,-26.3671875,-118.1640625,0.5848887437681596,0.42973567059160095,0.43820884584746483,0.7731941899982817,0.5848887437681596,0.42973567059160095,0.43820884584746483,0.7731941899982817,0.5848887437681596,0.42973567059160095,0.43820884584746483,0.7731941899982817,0.9624575931299263,0.9674915840612418,0.9545075440660272,0.9628619939288448,0.5155711158255366,0.49466433186939635,0.506737520631706,0.6772835472412416,1.4126192127150716e-06,1.139314645115519e-05,0.022002294659614563,6.086015127948485e-05,0.09419054538011551
2,-71.77734375,-23.92578125,9.27734375,-41.9921875,0.5848887437203122,0.4297356705818804,0.4382088458429177,0.7731941899463431,0.5848887437203122,0.4297356705818804,0.4382088458429177,0.7731941899463431,0.5848887437203122,0.4297356705818804,0.4382088458429177,0.7731941899463431,0.9621782967435305,0.9674120875653613,0.9545088254841211,0.9626450936026117,0.5176595970213933,0.4949454271622118,0.5082267397674566,0.6791193641962568,1.437693299521925e-06,1.6136164049385116e-05,0.019249621778726578,4.6768236643401906e-05,0.06902863830327988
3,2.9296875,-6.8359375,28.80859375,21.484375,0.5848887433765062,0.42973567051248057,0.4382088458103021,0.7731941895688905,0.5848887433765062,0.42973567051248057,0.4382088458103021,0.7731941895688905,0.5848887433765062,0.42973567051248057,0.4382088458103021,0.7731941895688905,0.9619048176225771,0.9673344811560978,0.9545095525551809,0.9624323936498672,0.5218601495469544,0.49583571474275023,0.5101071669778587,0.6844558065345779,7.621218287567899e-07,1.5653280570404604e-05,0.012105992995202541,4.6447345084743574e-05,0.06070322543382645
4,-5.859375,-8.30078125,20.01953125,6.34765625,0.5848887415352951,0.4297356701428032,0.4382088456377938,0.7731941875228772,0.5848887415352951,0.4297356701428032,0.4382088456377938,0.7731941875228772,0.5848887415352951,0.4297356701428032,0.4382088456377938,0.7731941875228772,0.9616375915396799,0.9672588835964141,0.9545097282291994,0.9622242308716142,0.5246878613123127,0.496402292102274,0.5113889794116224,0.6873588900216219,5.379559979701298e-07,1.4533064131683204e-05,0.007111497689038515,4.271750003681518e-05,0.048051558434963226
5,-53.7109375,-23.92578125,0.0,-41.50390625,0.5848887336834641,0.42973566857375134,0.43820884491726,0.7731941787240423,0.5848887336834641,0.42973566857375134,0.43820884491726,0.7731941787240423,0.5848887336834641,0.42973566857375134,0.43820884491726,0.7731941787240423,0.9613770384408098,0.9671854091194448,0.9545093558569556,0.9620209301775606,0.5260814838570959,0.4966854524996389,0.5119488439318047,0.6875030189581196,4.7603936081941356e-07,1.0287840268574655e-05,0.004172476474195719,4.125458872294985e-05,0.03665703162550926
6,-101.07421875,-44.921875,-11.71875,-106.4453125,0.5848887058157676,0.42973566302651917,0.43820884243433506,0.7731941473319555,0.5848887058157676,0.42973566302651917,0.43820884243433506,0.7731941473319555,0.5848887058157676,0.42973566302651917,0.43820884243433506,0.7731941473319555,0.9611235624452942,0.9671141674284962,0.9545084391900143,0.9618228045861182,0.5256740528271397,0.4962098723794488,0.5119009106218149,0.684910868041715,2.6104689254680125e-07,1.1518342944327742e-05,0.0022789533250033855,3.63082617695909e-05,0.02619210258126259
7,-56.15234375,-38.0859375,14.16015625,-44.43359375,0.5848886208485755,0.42973564616237514,0.43820883514744075,0.7731940513740092,0.5848886208485755,0.42973564616237514,0.43820883514744075,0.7731940513740092,0.5848886208485755,0.42973564616237514,0.43820883514744075,0.7731940513740092,0.9608775518458169,0.9670452636970461,0.954506982380726,0.9616301552244039,0.5259300193803633,0.49634714228959204,0.5119831544951543,0.684746173603291,3.965557766605343e-07,8.463144695269875e-06,0.0020662727765738964,4.498368798522279e-05,0.022672954946756363
8,29.78515625,-20.99609375,38.57421875,37.59765625,0.5848883928632118,0.42973560099553354,0.4382088164878323,0.7731937938230132,0.5848883928632118,0.42973560099553354,0.4382088164878323,0.7731937938230132,0.5848883928632118,0.42973560099553354,0.4382088164878323,0.7731937938230132,0.9606393791084189,0.9669787985687438,0.9545049899822275,0.9614432713282386,0.5274724025786155,0.4975840847290811,0.5126319022479127,0.6887099935524217,3.647204493972822e-07,8.861007700033952e-06,0.0010886604432016611,4.582859401125461e-05,0.020046085119247437
9,7.8125,-1.953125,32.2265625,16.11328125,0.5848878440375423,0.42973549234644814,0.43820877398270697,0.7731931747687932,0.5848878440375423,0.42973549234644814,0.43820877398270697,0.7731931747687932,0.5848878440375423,0.42973549234644814,0.43820877398270697,0.7731931747687932,0.9604094008724976,0.9669148681574107,0.9545024669484413,0.9612624302421483,0.5281749684483068,0.49834575783064006,0.5125133326518201,0.6903519045520006,8.815298002673444e-08,6.939500053704251e-06,0.0009109218372032046,5.0371643737889826e-05,0.012334148399531841
